ra,dec,fov,width,height,hips,output,format
1.0435921047,-10.0217100214,0.2,500,500,SDSS,sdss_335.png,png
1.0483368826,2.3266408666,0.2,500,500,SDSS,sdss_336.png,png
1.0548124151,13.8515432784,0.2,500,500,SDSS,sdss_337.png,png
1.0566809157,0.7795781509,0.2,500,500,SDSS,sdss_338.png,png
1.0577051054,1.0011848897,0.2,500,500,SDSS,sdss_339.png,png
1.0598530738,0.4758364862,0.2,500,500,SDSS,sdss_340.png,png
1.0650526227,-11.0872252539,0.2,500,500,SDSS,sdss_341.png,png
1.0667476287,-9.9577526412,0.2,500,500,SDSS,sdss_342.png,png
1.0759446289,-1.1614540895,0.2,500,500,SDSS,sdss_343.png,png
1.0849683434,1.1278511532,0.2,500,500,SDSS,sdss_344.png,png
1.0909865381,1.0891678133,0.2,500,500,SDSS,sdss_345.png,png
1.0941366654,0.7280610598,0.2,500,500,SDSS,sdss_346.png,png
1.0950249557,-9.6654585808,0.2,500,500,SDSS,sdss_347.png,png
1.0989268409,14.3578146239,0.2,500,500,SDSS,sdss_348.png,png
1.1025571543,-9.8474876636,0.2,500,500,SDSS,sdss_349.png,png
1.1079839399,-10.2353836631,0.2,500,500,SDSS,sdss_350.png,png
1.1102387988,16.0628132475,0.2,500,500,SDSS,sdss_351.png,png
1.1105949227,14.9319087938,0.2,500,500,SDSS,sdss_352.png,png
1.1109848229,-2.9318675139,0.2,500,500,SDSS,sdss_353.png,png
1.113147666,1.5288556317,0.2,500,500,SDSS,sdss_354.png,png
1.1278259642,14.0368211408,0.2,500,500,SDSS,sdss_355.png,png
1.1330017904,-1.2365875987,0.2,500,500,SDSS,sdss_356.png,png
1.1351171625,0.9087526676,0.2,500,500,SDSS,sdss_357.png,png
1.142789025,-9.0525850432,0.2,500,500,SDSS,sdss_358.png,png
1.1467147642,0.8485939902,0.2,500,500,SDSS,sdss_359.png,png
1.1491449427,15.3713839593,0.2,500,500,SDSS,sdss_360.png,png
1.153316368,-10.3760560212,0.2,500,500,SDSS,sdss_361.png,png
1.1555381668,-9.0231702573,0.2,500,500,SDSS,sdss_362.png,png
1.1567768809,-10.1152731779,0.2,500,500,SDSS,sdss_363.png,png
1.1587131228,1.1221040391,0.2,500,500,SDSS,sdss_364.png,png
1.1602430546,15.8167597219,0.2,500,500,SDSS,sdss_365.png,png
1.166442768,-9.6660321512,0.2,500,500,SDSS,sdss_366.png,png
1.1684930567,0.5839992288,0.2,500,500,SDSS,sdss_367.png,png
1.1697801067,14.2354553569,0.2,500,500,SDSS,sdss_368.png,png
1.1765149176,-0.6441200332,0.2,500,500,SDSS,sdss_369.png,png
1.1862134653,15.7841612669,0.2,500,500,SDSS,sdss_370.png,png
1.1866369198,-10.1235200369,0.2,500,500,SDSS,sdss_371.png,png
1.203922038,0.9511432178,0.2,500,500,SDSS,sdss_372.png,png
1.204074885,0.5593111996,0.2,500,500,SDSS,sdss_373.png,png
1.2049438968,0.4669441427,0.2,500,500,SDSS,sdss_374.png,png
1.2106507319,-9.5367046198,0.2,500,500,SDSS,sdss_375.png,png
1.2132616232,0.9618046114,0.2,500,500,SDSS,sdss_376.png,png
1.2149006733,0.9861168506,0.2,500,500,SDSS,sdss_377.png,png
1.2166460449,0.344703711,0.2,500,500,SDSS,sdss_378.png,png
1.2181547865,0.3517198432,0.2,500,500,SDSS,sdss_379.png,png
1.2223928942,14.9329416061,0.2,500,500,SDSS,sdss_380.png,png
1.2229284022,-10.8020094573,0.2,500,500,SDSS,sdss_381.png,png
1.2251202878,-8.8946457651,0.2,500,500,SDSS,sdss_382.png,png
1.2292220512,0.2968630037,0.2,500,500,SDSS,sdss_383.png,png
1.231176664,-10.803269254,0.2,500,500,SDSS,sdss_384.png,png
1.2322969098,1.1699463607,0.2,500,500,SDSS,sdss_385.png,png
1.2425162149,0.9799871316,0.2,500,500,SDSS,sdss_386.png,png
1.2441378162,0.9620818194,0.2,500,500,SDSS,sdss_387.png,png
1.2447107413,15.6717353803,0.2,500,500,SDSS,sdss_388.png,png
1.2454671605,1.0648267608,0.2,500,500,SDSS,sdss_389.png,png
1.2494888359,0.8424924484,0.2,500,500,SDSS,sdss_390.png,png
1.2501384849,0.348653039,0.2,500,500,SDSS,sdss_391.png,png
1.2501814485,0.4236580677,0.2,500,500,SDSS,sdss_392.png,png
1.2570728807,0.8507599982,0.2,500,500,SDSS,sdss_393.png,png
1.2578972416,14.0156221309,0.2,500,500,SDSS,sdss_394.png,png
1.2604200361,0.3055142861,0.2,500,500,SDSS,sdss_395.png,png
1.2674896157,0.4539014731,0.2,500,500,SDSS,sdss_396.png,png
1.2682673327,0.3829080251,0.2,500,500,SDSS,sdss_397.png,png
1.2727142913,0.4626336738,0.2,500,500,SDSS,sdss_398.png,png
1.2773171893,2.6679368117,0.2,500,500,SDSS,sdss_399.png,png
1.2791044858,15.2526918789,0.2,500,500,SDSS,sdss_400.png,png
1.2813122265,0.4642454165,0.2,500,500,SDSS,sdss_401.png,png
1.2832958882,0.95952971,0.2,500,500,SDSS,sdss_402.png,png
1.2870646204,0.4362637689,0.2,500,500,SDSS,sdss_403.png,png
1.2927038663,-1.0056910024,0.2,500,500,SDSS,sdss_404.png,png
1.2930381932,0.4680639866,0.2,500,500,SDSS,sdss_405.png,png
1.2942886306,-10.4910753884,0.2,500,500,SDSS,sdss_406.png,png
1.2953566591,-10.8510338874,0.2,500,500,SDSS,sdss_407.png,png
1.2960853587,-10.4964280135,0.2,500,500,SDSS,sdss_408.png,png
1.2965138779,-8.9783491834,0.2,500,500,SDSS,sdss_409.png,png
1.2987848129,15.6461693184,0.2,500,500,SDSS,sdss_410.png,png
1.3078323641,-11.0995829271,0.2,500,500,SDSS,sdss_411.png,png
1.3142086335,-0.6430395265,0.2,500,500,SDSS,sdss_412.png,png
1.3174945742,0.3250917538,0.2,500,500,SDSS,sdss_413.png,png
1.3180288486,-0.7844997066,0.2,500,500,SDSS,sdss_414.png,png
1.3219347988,-0.6009495547,0.2,500,500,SDSS,sdss_415.png,png
1.3220651885,15.1487404384,0.2,500,500,SDSS,sdss_416.png,png
1.3225283894,-0.6143353436,0.2,500,500,SDSS,sdss_417.png,png
1.3230960281,0.976607122,0.2,500,500,SDSS,sdss_418.png,png
1.3250207976,15.5675553628,0.2,500,500,SDSS,sdss_419.png,png
1.3265869635,15.6566825495,0.2,500,500,SDSS,sdss_420.png,png
1.3274324118,0.4654447511,0.2,500,500,SDSS,sdss_421.png,png
1.3278351154,0.2957629396,0.2,500,500,SDSS,sdss_422.png,png
1.3328320521,-10.4318994548,0.2,500,500,SDSS,sdss_423.png,png
1.3343170827,-10.4386635198,0.2,500,500,SDSS,sdss_424.png,png
1.3348213147,0.9501460693,0.2,500,500,SDSS,sdss_425.png,png
1.3355741722,0.9455585556,0.2,500,500,SDSS,sdss_426.png,png
1.3359053248,14.5697578804,0.2,500,500,SDSS,sdss_427.png,png
1.3364750252,-10.4695399873,0.2,500,500,SDSS,sdss_428.png,png
1.3444078486,14.8685655295,0.2,500,500,SDSS,sdss_429.png,png
1.3447941115,-9.0356321856,0.2,500,500,SDSS,sdss_430.png,png
1.3505307319,16.0499788501,0.2,500,500,SDSS,sdss_431.png,png
1.362678286,13.8137894876,0.2,500,500,SDSS,sdss_432.png,png
1.3645135285,0.8470282722,0.2,500,500,SDSS,sdss_433.png,png
1.3659868543,15.4139304844,0.2,500,500,SDSS,sdss_434.png,png
1.3662043687,-10.0297119837,0.2,500,500,SDSS,sdss_435.png,png
1.3690836068,-0.4801522465,0.2,500,500,SDSS,sdss_436.png,png
1.3768003199,-9.9503142436,0.2,500,500,SDSS,sdss_437.png,png
1.3777430554,0.2930008864,0.2,500,500,SDSS,sdss_438.png,png
1.3810483935,-10.4828349994,0.2,500,500,SDSS,sdss_439.png,png
1.3818931953,-8.9409929341,0.2,500,500,SDSS,sdss_440.png,png
1.3822138451,-9.5836855397,0.2,500,500,SDSS,sdss_441.png,png
1.3854986831,-11.1522161366,0.2,500,500,SDSS,sdss_442.png,png
1.3896743444,1.6993961714,0.2,500,500,SDSS,sdss_443.png,png
1.3900217787,1.1688677589,0.2,500,500,SDSS,sdss_444.png,png
1.3921067737,0.8617163482,0.2,500,500,SDSS,sdss_445.png,png
1.3924330612,2.5080248504,0.2,500,500,SDSS,sdss_446.png,png
1.3944695453,-10.6354385831,0.2,500,500,SDSS,sdss_447.png,png
1.3995512419,-0.9223158047,0.2,500,500,SDSS,sdss_448.png,png
1.4072437519,0.5494615481,0.2,500,500,SDSS,sdss_449.png,png
1.4109357034,15.6508568229,0.2,500,500,SDSS,sdss_450.png,png
1.4161433481,15.8492750691,0.2,500,500,SDSS,sdss_451.png,png
1.4208712604,-9.3372690669,0.2,500,500,SDSS,sdss_452.png,png
1.4265713171,15.4915581954,0.2,500,500,SDSS,sdss_453.png,png
1.4269481124,0.6069563026,0.2,500,500,SDSS,sdss_454.png,png
1.4272029965,-11.1802276299,0.2,500,500,SDSS,sdss_455.png,png
1.4282090328,15.6844161018,0.2,500,500,SDSS,sdss_456.png,png
1.4288646473,14.6719438672,0.2,500,500,SDSS,sdss_457.png,png
1.4328217962,0.3076126568,0.2,500,500,SDSS,sdss_458.png,png
1.437814881,16.1481363359,0.2,500,500,SDSS,sdss_459.png,png
1.4408956059,-0.5427178993,0.2,500,500,SDSS,sdss_460.png,png
1.4538893791,14.5611409569,0.2,500,500,SDSS,sdss_461.png,png
1.4672813514,-9.3638781906,0.2,500,500,SDSS,sdss_462.png,png
1.4713762606,-9.3970494695,0.2,500,500,SDSS,sdss_463.png,png
1.4742179161,0.4536242826,0.2,500,500,SDSS,sdss_464.png,png
1.482289494,0.5492449151,0.2,500,500,SDSS,sdss_465.png,png
1.4839978929,16.1344893336,0.2,500,500,SDSS,sdss_466.png,png
1.4916612611,-9.3549357277,0.2,500,500,SDSS,sdss_467.png,png
1.4948919532,-9.3440317651,0.2,500,500,SDSS,sdss_468.png,png
1.4951198319,-10.6847252492,0.2,500,500,SDSS,sdss_469.png,png
1.4952508968,-9.1928097385,0.2,500,500,SDSS,sdss_470.png,png
1.5033705029,15.8272864207,0.2,500,500,SDSS,sdss_471.png,png
1.503526183,0.9476276918,0.2,500,500,SDSS,sdss_472.png,png
1.5076136049,0.9468537403,0.2,500,500,SDSS,sdss_473.png,png
1.5096241177,15.9917656925,0.2,500,500,SDSS,sdss_474.png,png
1.5100598296,14.4174512574,0.2,500,500,SDSS,sdss_475.png,png
1.5163103195,-0.726973762,0.2,500,500,SDSS,sdss_476.png,png
1.5232980921,-9.335293019,0.2,500,500,SDSS,sdss_477.png,png
1.5238665397,13.9788413622,0.2,500,500,SDSS,sdss_478.png,png
1.5252356844,0.8291683499,0.2,500,500,SDSS,sdss_479.png,png
1.5293882298,-8.9394876332,0.2,500,500,SDSS,sdss_480.png,png
1.5371651244,-10.8289530358,0.2,500,500,SDSS,sdss_481.png,png
1.537417309,-8.9129566057,0.2,500,500,SDSS,sdss_482.png,png
1.541952484,14.0176131752,0.2,500,500,SDSS,sdss_483.png,png
1.5451551064,-11.1199153815,0.2,500,500,SDSS,sdss_484.png,png
1.5469486654,-9.631660103,0.2,500,500,SDSS,sdss_485.png,png
1.5494680184,15.8169263389,0.2,500,500,SDSS,sdss_486.png,png
1.556783689,0.0833443973,0.2,500,500,SDSS,sdss_487.png,png
1.5604681116,-10.1007680599,0.2,500,500,SDSS,sdss_488.png,png
1.5620912053,1.0407748184,0.2,500,500,SDSS,sdss_489.png,png
1.564885274,-8.9323192021,0.2,500,500,SDSS,sdss_490.png,png
1.5682541108,15.8624931921,0.2,500,500,SDSS,sdss_491.png,png
1.5696802531,-8.9923634664,0.2,500,500,SDSS,sdss_492.png,png
1.5722796313,0.4613993734,0.2,500,500,SDSS,sdss_493.png,png
1.5725664916,15.146298125,0.2,500,500,SDSS,sdss_494.png,png
1.5730309564,-0.6821698681,0.2,500,500,SDSS,sdss_495.png,png
1.5731374408,1.0243274293,0.2,500,500,SDSS,sdss_496.png,png
1.5784153086,-8.8924788797,0.2,500,500,SDSS,sdss_497.png,png
1.5817104578,14.327439785,0.2,500,500,SDSS,sdss_498.png,png
1.582853669,-9.4624709193,0.2,500,500,SDSS,sdss_499.png,png
1.5867803445,13.8737764392,0.2,500,500,SDSS,sdss_500.png,png
1.6065800974,15.4287415544,0.2,500,500,SDSS,sdss_501.png,png
1.6080849595,-10.6846530527,0.2,500,500,SDSS,sdss_502.png,png
1.609210935,-1.1863516422,0.2,500,500,SDSS,sdss_503.png,png
1.6117888224,-9.8371108076,0.2,500,500,SDSS,sdss_504.png,png
1.6125831078,-9.4501330393,0.2,500,500,SDSS,sdss_505.png,png
1.6181048327,0.5052289644,0.2,500,500,SDSS,sdss_506.png,png
1.6188440745,-9.7973183016,0.2,500,500,SDSS,sdss_507.png,png
1.6189792206,0.4848271797,0.2,500,500,SDSS,sdss_508.png,png
1.6201270436,16.07516668,0.2,500,500,SDSS,sdss_509.png,png
1.6202728785,-0.784149295,0.2,500,500,SDSS,sdss_510.png,png
1.6207124591,-0.6159000595,0.2,500,500,SDSS,sdss_511.png,png
1.622039187,14.1823697241,0.2,500,500,SDSS,sdss_512.png,png
1.6225472526,-1.2038551992,0.2,500,500,SDSS,sdss_513.png,png
1.6256109501,13.8650390265,0.2,500,500,SDSS,sdss_514.png,png
1.6295648801,-0.69279141,0.2,500,500,SDSS,sdss_515.png,png
1.6357362518,15.667974828,0.2,500,500,SDSS,sdss_516.png,png
1.6416544086,-0.056135966,0.2,500,500,SDSS,sdss_517.png,png
1.6439727135,15.8090095572,0.2,500,500,SDSS,sdss_518.png,png
1.6444404778,-1.3357027158,0.2,500,500,SDSS,sdss_519.png,png
1.645471392,-9.9646979198,0.2,500,500,SDSS,sdss_520.png,png
1.646835676,-0.4735280719,0.2,500,500,SDSS,sdss_521.png,png
1.6473050132,-0.1166952615,0.2,500,500,SDSS,sdss_522.png,png
1.6488694659,-0.5710702529,0.2,500,500,SDSS,sdss_523.png,png
1.6508233133,0.8752806475,0.2,500,500,SDSS,sdss_524.png,png
1.6511028738,-0.4730955722,0.2,500,500,SDSS,sdss_525.png,png
1.652452501,-0.0332020305,0.2,500,500,SDSS,sdss_526.png,png
1.6537411099,-9.8727379259,0.2,500,500,SDSS,sdss_527.png,png
1.6550677216,-0.5225268813,0.2,500,500,SDSS,sdss_528.png,png
1.6563723616,-11.1705279934,0.2,500,500,SDSS,sdss_529.png,png
1.6568174278,-0.5445394555,0.2,500,500,SDSS,sdss_530.png,png
1.6576471226,-0.8536171012,0.2,500,500,SDSS,sdss_531.png,png
1.658365782,-10.5184061578,0.2,500,500,SDSS,sdss_532.png,png
1.6698530531,-0.4726133118,0.2,500,500,SDSS,sdss_533.png,png
1.6712299078,-10.9738793678,0.2,500,500,SDSS,sdss_534.png,png
1.6714407873,-0.616727565,0.2,500,500,SDSS,sdss_535.png,png
1.6728554901,2.6985196336,0.2,500,500,SDSS,sdss_536.png,png
1.6790985732,-10.5927700639,0.2,500,500,SDSS,sdss_537.png,png
1.681960044,14.8388568582,0.2,500,500,SDSS,sdss_538.png,png
1.6851966329,0.5724813235,0.2,500,500,SDSS,sdss_539.png,png
1.6863157329,-1.4095465444,0.2,500,500,SDSS,sdss_540.png,png
1.6863449623,-9.8649386305,0.2,500,500,SDSS,sdss_541.png,png
1.6880979441,-0.3382734191,0.2,500,500,SDSS,sdss_542.png,png
1.6944188583,16.0004992007,0.2,500,500,SDSS,sdss_543.png,png
1.6972210648,-0.603818838,0.2,500,500,SDSS,sdss_544.png,png
1.7230219158,-0.8480615317,0.2,500,500,SDSS,sdss_545.png,png
1.7238244141,-9.3052077643,0.2,500,500,SDSS,sdss_546.png,png
1.7361270003,15.294855174,0.2,500,500,SDSS,sdss_547.png,png
1.7379738867,0.6913129466,0.2,500,500,SDSS,sdss_548.png,png
1.7395173245,-1.1577313164,0.2,500,500,SDSS,sdss_549.png,png
1.7437653718,-10.7378494472,0.2,500,500,SDSS,sdss_550.png,png
1.7464057745,15.3151007371,0.2,500,500,SDSS,sdss_551.png,png
1.7517697798,0.4208181455,0.2,500,500,SDSS,sdss_552.png,png
1.752309836,0.9029365833,0.2,500,500,SDSS,sdss_553.png,png
1.7566598835,14.106571037,0.2,500,500,SDSS,sdss_554.png,png
1.7611200306,16.039370612,0.2,500,500,SDSS,sdss_555.png,png
1.762466423,-0.7362737854,0.2,500,500,SDSS,sdss_556.png,png
1.7654349354,14.0106686646,0.2,500,500,SDSS,sdss_557.png,png
1.7674136668,0.9069388596,0.2,500,500,SDSS,sdss_558.png,png
1.7747621852,1.0548692986,0.2,500,500,SDSS,sdss_559.png,png
1.7815726707,0.6183514773,0.2,500,500,SDSS,sdss_560.png,png
1.785361493,-11.0644270259,0.2,500,500,SDSS,sdss_561.png,png
1.7881846977,-9.98613534,0.2,500,500,SDSS,sdss_562.png,png
1.7906322905,1.2080993114,0.2,500,500,SDSS,sdss_563.png,png
1.7909438809,1.0666836708,0.2,500,500,SDSS,sdss_564.png,png
1.794802382,-0.4147678384,0.2,500,500,SDSS,sdss_565.png,png
1.7964746233,-1.5971860782,0.2,500,500,SDSS,sdss_566.png,png
1.7966003126,14.923718626,0.2,500,500,SDSS,sdss_567.png,png
1.7986624634,13.768174612,0.2,500,500,SDSS,sdss_568.png,png
1.8057615086,0.4820222673,0.2,500,500,SDSS,sdss_569.png,png
1.8067863439,14.0469069348,0.2,500,500,SDSS,sdss_570.png,png
1.8109833131,-0.6419541133,0.2,500,500,SDSS,sdss_571.png,png
1.8151871168,0.3736761859,0.2,500,500,SDSS,sdss_572.png,png
1.8170892763,14.4273648683,0.2,500,500,SDSS,sdss_573.png,png
1.8172455705,0.5978355157,0.2,500,500,SDSS,sdss_574.png,png
1.8240537524,0.6117693991,0.2,500,500,SDSS,sdss_575.png,png
1.8256922587,0.572993977,0.2,500,500,SDSS,sdss_576.png,png
1.825916959,-3.0274617845,0.2,500,500,SDSS,sdss_577.png,png
1.8314099168,15.9521343794,0.2,500,500,SDSS,sdss_578.png,png
1.8323471072,-8.8603327285,0.2,500,500,SDSS,sdss_579.png,png
1.8324428087,0.5122283262,0.2,500,500,SDSS,sdss_580.png,png
1.8342007679,0.492572198,0.2,500,500,SDSS,sdss_581.png,png
1.8369204842,1.5947085116,0.2,500,500,SDSS,sdss_582.png,png
1.8372422231,-3.3793376492,0.2,500,500,SDSS,sdss_583.png,png
1.8376977202,0.4819826175,0.2,500,500,SDSS,sdss_584.png,png
1.8400517237,1.5293018951,0.2,500,500,SDSS,sdss_585.png,png
1.8436030906,-1.1717714924,0.2,500,500,SDSS,sdss_586.png,png
1.8503109972,15.9338400232,0.2,500,500,SDSS,sdss_587.png,png
1.8509243686,-0.5112143161,0.2,500,500,SDSS,sdss_588.png,png
1.8519766401,-11.1357749391,0.2,500,500,SDSS,sdss_589.png,png
1.854581095,-0.8628712741,0.2,500,500,SDSS,sdss_590.png,png
1.8557751338,0.5432748379,0.2,500,500,SDSS,sdss_591.png,png
1.8569885482,-0.7520882798,0.2,500,500,SDSS,sdss_592.png,png
1.8593059407,16.1138913168,0.2,500,500,SDSS,sdss_593.png,png
1.8613449458,-0.7059951718,0.2,500,500,SDSS,sdss_594.png,png
1.8635870925,1.047458452,0.2,500,500,SDSS,sdss_595.png,png
1.8661647813,0.7852377133,0.2,500,500,SDSS,sdss_596.png,png
1.8677118961,1.355219989,0.2,500,500,SDSS,sdss_597.png,png
1.8685023473,0.7770343897,0.2,500,500,SDSS,sdss_598.png,png
1.8761957379,1.1676711272,0.2,500,500,SDSS,sdss_599.png,png
1.8774550835,-0.804378712,0.2,500,500,SDSS,sdss_600.png,png
1.8853693265,14.2660003412,0.2,500,500,SDSS,sdss_601.png,png
1.885605072,-1.0691159004,0.2,500,500,SDSS,sdss_602.png,png
1.8907166563,-0.2592170625,0.2,500,500,SDSS,sdss_603.png,png
1.8928729843,-3.1397870395,0.2,500,500,SDSS,sdss_604.png,png
1.8968733138,14.9204086903,0.2,500,500,SDSS,sdss_605.png,png
1.8978385595,-10.3790014301,0.2,500,500,SDSS,sdss_606.png,png
1.8988302423,14.4519226292,0.2,500,500,SDSS,sdss_607.png,png
1.9011730501,-0.2320245845,0.2,500,500,SDSS,sdss_608.png,png
1.9041625179,13.9680861512,0.2,500,500,SDSS,sdss_609.png,png
1.9182283395,-8.834874153,0.2,500,500,SDSS,sdss_610.png,png
1.9202754089,-0.7877117088,0.2,500,500,SDSS,sdss_611.png,png
1.9217627231,-0.6959300665,0.2,500,500,SDSS,sdss_612.png,png
1.9277424907,15.1868840131,0.2,500,500,SDSS,sdss_613.png,png
1.9282892278,-10.8146449123,0.2,500,500,SDSS,sdss_614.png,png
1.9338013813,15.1703908846,0.2,500,500,SDSS,sdss_615.png,png
1.9409114125,-0.2640487383,0.2,500,500,SDSS,sdss_616.png,png
1.943103501,-0.2241389586,0.2,500,500,SDSS,sdss_617.png,png
1.9457501571,15.6811619426,0.2,500,500,SDSS,sdss_618.png,png
1.9624057208,13.7892963354,0.2,500,500,SDSS,sdss_619.png,png
1.9638820062,-0.4525765884,0.2,500,500,SDSS,sdss_620.png,png
1.9772925422,-2.2216454465,0.2,500,500,SDSS,sdss_621.png,png
1.9784643227,-10.735409996,0.2,500,500,SDSS,sdss_622.png,png
1.9790506183,-0.8013515138,0.2,500,500,SDSS,sdss_623.png,png
1.9796368143,-0.2280979619,0.2,500,500,SDSS,sdss_624.png,png
1.9838438145,-0.5501356808,0.2,500,500,SDSS,sdss_625.png,png
1.9846312687,-1.0017478482,0.2,500,500,SDSS,sdss_626.png,png
1.9873954017,-8.7543797558,0.2,500,500,SDSS,sdss_627.png,png
1.9911592255,15.9618331492,0.2,500,500,SDSS,sdss_628.png,png
2.0011017071,1.0661825198,0.2,500,500,SDSS,sdss_629.png,png
2.0041029253,14.021849042,0.2,500,500,SDSS,sdss_630.png,png
2.0113323639,-10.6126875013,0.2,500,500,SDSS,sdss_631.png,png
2.0170780068,-9.6117766502,0.2,500,500,SDSS,sdss_632.png,png
2.0192723545,-0.7512715193,0.2,500,500,SDSS,sdss_633.png,png
2.0227662097,14.8881787601,0.2,500,500,SDSS,sdss_634.png,png
2.0229395903,15.0563159813,0.2,500,500,SDSS,sdss_635.png,png
2.0250692085,15.3430247396,0.2,500,500,SDSS,sdss_636.png,png
2.0271342064,13.7580309769,0.2,500,500,SDSS,sdss_637.png,png
2.0289940264,-9.7127131897,0.2,500,500,SDSS,sdss_638.png,png
2.0301356846,-0.779833725,0.2,500,500,SDSS,sdss_639.png,png
2.0334863421,0.6640425814,0.2,500,500,SDSS,sdss_640.png,png
2.0339637266,15.6106014772,0.2,500,500,SDSS,sdss_641.png,png
2.0501205927,15.5287687375,0.2,500,500,SDSS,sdss_642.png,png
2.0505090107,-10.996168721,0.2,500,500,SDSS,sdss_643.png,png
2.0546258556,0.791835471,0.2,500,500,SDSS,sdss_644.png,png
2.0553900485,-0.6539685834,0.2,500,500,SDSS,sdss_645.png,png
2.0611548825,15.1313668602,0.2,500,500,SDSS,sdss_646.png,png
2.070014387,-10.1271300174,0.2,500,500,SDSS,sdss_647.png,png
2.0708168173,-0.4920978089,0.2,500,500,SDSS,sdss_648.png,png
2.0767109994,-10.8860018679,0.2,500,500,SDSS,sdss_649.png,png
2.0777092424,-0.175421367,0.2,500,500,SDSS,sdss_650.png,png
2.080889024,-0.1797700986,0.2,500,500,SDSS,sdss_651.png,png
2.0821929295,-7.683648E-4,0.2,500,500,SDSS,sdss_652.png,png
2.0865547846,15.1560681553,0.2,500,500,SDSS,sdss_653.png,png
2.0945469292,-0.9397339831,0.2,500,500,SDSS,sdss_654.png,png
2.0987426576,1.0562415642,0.2,500,500,SDSS,sdss_655.png,png
2.1078223196,-0.608691314,0.2,500,500,SDSS,sdss_656.png,png
2.1104736216,0.3692477647,0.2,500,500,SDSS,sdss_657.png,png
2.1117604704,0.3188674084,0.2,500,500,SDSS,sdss_658.png,png
2.1175832277,0.0658539569,0.2,500,500,SDSS,sdss_659.png,png
2.1233475028,-0.3357796812,0.2,500,500,SDSS,sdss_660.png,png
2.1354617922,-10.2824447976,0.2,500,500,SDSS,sdss_661.png,png
2.1356353896,1.0390280672,0.2,500,500,SDSS,sdss_662.png,png
2.137044004,1.0389198834,0.2,500,500,SDSS,sdss_663.png,png
2.1376325821,-1.2386799847,0.2,500,500,SDSS,sdss_664.png,png
2.1405394669,0.0244081238,0.2,500,500,SDSS,sdss_665.png,png
2.1429007763,-10.9493133217,0.2,500,500,SDSS,sdss_666.png,png
2.151111705,-0.5960949238,0.2,500,500,SDSS,sdss_667.png,png
